Soil Moisture,Humidity,Temperature,Light Intensity,Month,Status
38,78.2,28.1,128,Mar,Unsustainable
90,63.2,16.7,813,Dec,Medium
73,61.2,39.3,192,Apr,Low
89,38.6,24.0,940,Feb,Medium
18,76.5,26.9,967,Jul,Low
38,46.3,23.9,787,Jul,Low
66,59.8,32.1,429,Jun,Low
44,47.1,31.6,822,Sep,Low
12,38.0,32.9,283,Aug,Unsustainable
91,67.8,21.7,194,Jul,Low
57,33.3,22.9,884,Jan,Low
19,74.9,18.1,748,Apr,Low
91,49.1,31.4,848,Jul,Medium
71,30.0,16.0,452,Jul,Low
60,60.7,29.9,364,Oct,Low
38,32.8,36.7,746,Dec,Low
0,46.6,37.3,755,Jan,Unsustainable
2,72.4,26.2,118,Oct,Unsustainable
76,33.8,26.5,842,Jul,Low
91,80.4,16.9,745,Aug,Medium
61,30.2,31.8,725,Jan,Low
62,44.8,35.5,598,Jun,Low
24,74.5,21.1,238,May,Unsustainable
55,49.0,25.5,736,Jul,Low
32,36.1,36.0,815,Jul,Low
37,51.6,36.9,672,Sep,Low
5,46.2,21.1,861,Dec,Unsustainable
57,80.6,28.8,909,Dec,Medium
43,48.8,19.8,624,Sep,Low
44,77.3,17.5,1007,Oct,Low
31,83.5,37.8,354,Apr,Low
44,56.0,35.5,184,Aug,Unsustainable
60,84.6,34.0,557,Apr,Low
46,52.6,16.2,631,May,Low
20,87.8,36.1,661,Jul,Low
79,35.4,26.0,775,Aug,Low
84,71.2,23.6,191,Jan,Low
74,59.6,28.7,699,Jul,Low
100,53.3,17.3,168,Jun,Low
35,68.0,33.9,136,Nov,Unsustainable
98,72.2,29.6,864,Nov,Medium
18,30.3,19.7,863,Jul,Unsustainable
19,40.0,19.7,239,Dec,Unsustainable
56,72.8,19.6,966,Mar,Medium
17,70.0,16.4,992,Aug,Low
46,88.0,29.7,779,Mar,Medium
48,75.7,36.0,665,Oct,Low
13,87.0,15.4,997,Sep,Low
14,72.2,16.2,277,Jan,Unsustainable
30,47.9,29.3,908,Jul,Low
0,36.3,35.5,912,Oct,Low
53,76.9,23.2,970,Oct,Medium
2,68.6,23.7,717,Nov,Low
15,32.9,29.9,236,Jan,Unsustainable
86,51.6,21.9,289,Feb,Low
56,87.4,15.7,739,Nov,Low
74,60.0,33.4,441,Jul,Low
11,56.0,30.6,658,Mar,Low
73,57.5,29.5,104,Aug,Low
95,42.5,33.5,356,Mar,Low
15,52.1,31.9,911,Jan,Low
71,52.2,20.1,761,May,Low
75,33.1,23.8,905,Jul,Low
23,76.1,18.2,342,Jun,Unsustainable
27,55.0,18.2,886,Apr,Low
7,79.3,31.9,819,Aug,Low
91,81.0,36.5,514,Jun,Medium
35,42.7,39.1,726,Jun,Low
89,69.4,30.7,806,Jul,Medium
7,58.3,19.6,442,May,Unsustainable
57,82.8,17.6,781,Jul,Low
59,42.9,35.3,478,May,Low
49,70.7,29.5,693,Feb,Low
27,66.5,30.5,765,Aug,Low
91,47.7,34.5,752,Jan,Medium
100,38.2,32.6,925,Dec,Medium
40,69.1,35.9,245,Sep,Low
99,74.3,16.4,422,Jan,Low
63,48.9,33.7,221,Jun,Low
26,68.7,36.3,351,Apr,Low
62,53.7,22.2,954,Nov,Low
16,72.8,31.0,998,Feb,Low
72,42.0,22.9,410,Nov,Low
32,83.4,38.9,700,Jan,Low
83,47.2,15.8,574,Jan,Low
76,52.1,29.5,669,Apr,Low
91,33.5,19.2,591,Apr,Low
28,36.7,32.8,674,Jan,Low
12,61.0,19.4,446,Oct,Unsustainable
45,46.1,20.9,919,Mar,Low
34,80.1,27.4,586,Apr,Low
5,30.9,37.9,572,Mar,Unsustainable
81,52.7,20.3,481,Aug,Low
68,50.2,18.6,379,Nov,Low
46,31.2,34.0,171,Feb,Unsustainable
24,37.5,27.5,620,Oct,Unsustainable
65,54.8,37.8,465,Apr,Low
9,59.6,18.7,193,Aug,Unsustainable
55,54.3,31.1,472,Dec,Low
29,61.9,20.8,438,May,Unsustainable
4,65.7,18.9,536,Jun,Unsustainable
32,30.6,32.1,435,Mar,Unsustainable
64,57.8,29.8,763,Oct,Low
17,87.8,33.9,591,Oct,Low
95,61.1,22.7,1016,Dec,Medium
48,70.7,26.2,967,Dec,Medium
10,48.7,25.1,139,Feb,Unsustainable
84,76.4,39.6,458,Mar,Medium
25,76.4,22.3,673,May,Low
62,61.3,22.4,353,Feb,Low
88,88.6,23.9,680,Oct,Medium
85,37.5,29.1,497,Jan,Low
58,31.0,21.3,856,May,Low
26,76.2,37.9,976,Oct,Low
48,78.4,21.6,269,Nov,Low
76,37.2,37.4,789,Jul,Low
32,45.9,17.6,800,Jul,Low
97,31.1,31.4,610,Dec,Low
98,47.6,37.7,359,Apr,Low
0,76.4,19.2,683,Feb,Low
20,61.1,39.2,558,Oct,Low
54,50.9,26.3,628,Dec,Low
5,52.3,38.6,981,Nov,Low
91,30.1,31.9,440,Apr,Low
80,48.0,22.5,156,Feb,Low
68,68.8,19.7,317,Dec,Low
94,88.5,22.6,718,May,Medium
4,80.8,17.3,915,Nov,Low
2,31.4,18.6,784,Oct,Unsustainable
52,83.9,17.6,830,Feb,Low
22,77.0,25.6,563,Oct,Low
100,76.8,34.9,346,Jan,Medium
52,57.5,18.5,829,Jun,Low
36,53.9,18.3,472,Sep,Unsustainable
73,48.2,31.1,516,Jul,Low
73,33.9,19.9,130,Nov,Unsustainable
82,43.7,17.4,467,Jun,Low
16,44.8,19.2,658,Feb,Unsustainable
84,59.0,38.1,745,Sep,Medium
77,74.8,35.5,207,Nov,Low
72,58.4,23.9,683,Jun,Low
0,33.5,31.4,938,Jan,Unsustainable
50,87.5,28.4,517,Jul,Low
44,86.6,31.9,719,Aug,Low
76,77.1,32.1,920,Feb,Medium
3,89.5,30.7,497,Jul,Low
61,62.7,21.7,371,Jun,Low
64,87.8,16.0,782,Nov,Medium
31,34.5,26.4,215,Aug,Unsustainable
33,51.9,37.3,940,Dec,Low
91,43.5,29.2,685,Mar,Low
94,41.7,35.8,355,Jul,Low
71,38.4,39.8,180,Mar,Low
38,67.3,19.1,879,Dec,Low
25,76.9,32.3,227,Sep,Unsustainable
33,64.7,31.9,937,Nov,Low
53,38.8,39.5,1014,May,Low
2,78.7,39.6,334,Oct,Unsustainable
49,68.2,32.2,652,Sep,Low
11,53.3,21.1,280,Aug,Unsustainable
64,70.4,35.0,256,Aug,Low
53,45.6,17.7,553,Jul,Low
4,50.7,34.5,670,Dec,Unsustainable
93,85.0,37.8,956,Oct,Medium
93,47.4,24.6,860,May,Medium
56,58.2,30.8,803,Jun,Low
16,83.4,25.8,123,Apr,Unsustainable
46,72.5,25.9,572,Feb,Low
22,33.7,22.8,499,May,Unsustainable
78,38.8,34.1,691,Aug,Low
100,30.5,38.4,233,Apr,Low
84,67.9,38.5,520,Aug,Medium
13,56.9,19.4,312,Oct,Unsustainable
65,38.1,36.9,999,Oct,Low
74,87.5,33.4,581,Nov,Medium
50,61.8,21.3,447,Jul,Low
37,44.5,16.7,265,Jun,Unsustainable
63,60.0,21.7,447,Jan,Low
97,70.8,37.8,948,Aug,Medium
37,34.6,30.8,497,Jun,Unsustainable
49,46.5,33.0,682,Mar,Low
97,78.4,21.4,825,Aug,Medium
81,57.6,33.0,534,Apr,Low
29,62.8,15.7,676,Jun,Low
78,56.0,24.4,320,May,Low
90,32.6,30.7,407,Jun,Low
50,39.9,18.7,897,May,Low
62,56.7,35.6,796,Oct,Low
97,42.6,20.9,818,Dec,Medium
51,33.0,31.3,565,May,Low
37,80.6,25.1,198,Sep,Low
96,88.9,29.9,341,Jan,Medium
87,77.6,17.7,257,Sep,Low
78,81.2,15.4,709,Apr,Medium
29,44.5,37.7,653,Feb,Low
50,87.6,21.7,750,Apr,Low
80,41.8,35.5,894,Dec,Medium
4,87.1,40.0,1019,Jul,Low
28,89.7,20.3,326,Aug,Low
3,72.7,21.6,522,Sep,Unsustainable
9,88.9,31.6,171,Apr,Unsustainable
55,64.2,39.1,342,Dec,Low
16,45.6,37.9,629,Aug,Low
73,56.2,27.6,688,Nov,Low
16,65.6,34.9,144,Dec,Unsustainable
83,34.4,18.4,571,Aug,Low
87,67.3,39.4,470,Aug,Medium
68,88.9,39.1,954,Jan,Medium
33,41.4,19.1,751,Feb,Low
5,77.6,22.5,788,May,Low
52,84.5,17.5,833,Apr,Low
65,86.6,21.8,191,Jul,Low
76,87.6,35.4,121,Dec,Low
42,61.3,24.5,271,Apr,Unsustainable
74,88.6,17.2,703,May,Medium
22,75.4,23.6,291,Nov,Unsustainable
54,39.7,39.5,176,Oct,Unsustainable
79,58.6,30.7,380,Jun,Low
94,73.1,25.4,463,Aug,Low
74,44.8,19.2,278,Sep,Low
15,68.4,39.7,337,Sep,Unsustainable
7,70.0,35.5,234,Jun,Unsustainable
3,39.8,22.0,976,Jul,Low
3,63.9,16.8,1001,Dec,Low
55,76.3,16.4,379,Sep,Low
24,59.9,18.0,118,Jun,Unsustainable
66,30.7,29.5,694,Jun,Low
95,30.5,38.2,839,Dec,Medium
66,51.4,27.4,470,Aug,Low
26,85.6,36.1,876,May,Low
92,43.7,26.1,211,May,Low
31,68.1,32.7,862,May,Low
49,43.3,33.3,775,Apr,Low
60,49.3,19.3,969,Feb,Low
50,80.9,24.0,779,Dec,Low
18,73.7,30.9,320,Apr,Unsustainable
20,35.7,16.8,1019,Jun,Low
4,55.7,24.0,403,Feb,Unsustainable
81,31.8,28.4,802,Dec,Low
91,58.9,39.9,424,Sep,Low
41,69.7,26.9,536,Dec,Low
60,37.1,35.4,537,Mar,Low
21,47.3,25.8,269,Apr,Unsustainable
20,53.9,34.9,474,Apr,Unsustainable
69,85.2,29.9,656,Dec,Medium
0,89.6,37.2,480,Aug,Low
4,32.7,25.3,113,May,Unsustainable
11,75.7,30.1,842,Dec,Low
89,52.3,30.8,768,Oct,Medium
45,53.5,25.4,599,Sep,Low
33,75.3,18.6,745,Oct,Low
48,85.1,17.3,490,May,Low
77,87.1,15.4,648,Feb,Medium
89,64.6,36.8,664,Apr,Medium
44,51.4,20.9,629,May,Low
26,77.3,20.3,591,Apr,Low
72,45.1,33.4,649,Jun,Low
25,63.8,23.0,798,Mar,Low
46,51.5,27.7,484,May,Low
85,69.4,19.1,295,Jan,Low
55,44.4,39.0,854,Dec,Low
93,41.5,36.3,399,Sep,Low
62,85.1,36.6,914,Mar,Medium
47,36.1,25.2,646,May,Low
60,60.4,34.1,826,Jan,Low
80,43.3,18.6,830,Jan,Low
25,32.3,15.2,927,Sep,Low
35,32.2,15.5,701,May,Unsustainable
0,40.5,29.7,407,Dec,Unsustainable
7,82.0,26.4,351,Mar,Unsustainable
98,46.9,28.0,107,Nov,Low
51,87.0,15.2,867,Aug,Low
78,64.9,25.6,974,Feb,Medium
46,56.2,33.0,307,Jan,Low
55,64.8,26.1,230,Oct,Low
85,61.0,33.3,835,May,Medium
13,75.5,20.8,808,Aug,Low
89,46.9,35.3,753,Aug,Medium
27,51.2,29.7,863,Aug,Low
86,83.6,20.3,707,Jun,Medium
77,86.8,20.9,125,Mar,Low
87,83.6,30.7,722,Jan,Medium
1,55.2,35.7,553,May,Unsustainable
25,76.8,25.4,734,Aug,Low
13,58.6,21.5,285,Feb,Unsustainable
58,59.9,36.7,583,Feb,Low
55,42.3,31.7,779,Jul,Low
6,65.5,26.2,150,Aug,Unsustainable
2,41.2,27.2,990,Feb,Low
22,49.9,20.1,104,Oct,Unsustainable
17,81.3,30.7,688,Nov,Low
37,42.4,24.0,259,Nov,Unsustainable
98,34.3,39.9,307,Jan,Low
14,34.1,27.0,356,Mar,Unsustainable
63,86.4,27.1,304,Mar,Low
88,60.4,29.1,866,Oct,Medium
100,54.6,37.9,110,May,Low
27,78.7,35.0,107,Feb,Unsustainable
73,80.1,26.3,508,Apr,Low
38,49.9,33.0,131,Feb,Unsustainable
56,71.6,29.7,639,Sep,Low
16,76.3,27.3,817,Jul,Low
85,69.3,19.8,486,Oct,Low
89,39.1,26.6,327,Oct,Low
43,82.6,21.1,739,Oct,Low
24,62.3,37.9,866,Apr,Low
16,46.9,23.4,574,Sep,Unsustainable
12,55.5,38.8,823,Jul,Low
83,32.3,28.3,850,Aug,Low
24,37.7,30.8,306,Aug,Unsustainable
67,75.9,28.6,417,May,Low
9,30.0,18.2,894,Oct,Unsustainable
66,55.0,24.4,856,Jul,Low
17,61.4,17.5,656,May,Low
99,33.3,30.6,716,Oct,Low
85,88.4,26.2,447,Oct,Medium
33,43.6,34.4,892,Jan,Low
7,48.3,20.5,333,Oct,Unsustainable
39,48.2,19.1,800,Dec,Low
82,43.8,25.2,143,Feb,Low
41,30.1,38.2,836,Apr,Low
40,73.8,32.8,241,Nov,Low
100,88.0,25.5,747,Apr,Medium
5,43.5,27.9,275,May,Unsustainable
51,69.8,17.1,753,Nov,Low
25,74.5,39.6,548,Feb,Low
63,80.9,31.7,691,Mar,Medium
97,55.4,22.1,181,Apr,Low
58,48.2,29.6,234,Mar,Unsustainable
55,49.5,17.7,818,Sep,Low
58,72.8,39.1,955,Feb,Medium
69,79.0,19.4,276,Mar,Low
100,40.9,31.2,482,Jan,Low
32,52.3,21.1,342,Jul,Unsustainable
52,84.1,32.9,666,Aug,Low
21,78.4,34.4,240,Dec,Unsustainable
20,89.1,31.8,556,Oct,Low
69,75.3,30.4,539,Aug,Low
69,53.6,37.3,155,May,Low
3,65.4,17.0,626,Jan,Unsustainable
93,69.7,23.3,796,Apr,Medium
74,34.7,21.2,925,May,Low
61,62.7,39.7,518,Dec,Low
61,72.6,24.7,187,May,Low
93,40.0,33.3,708,Dec,Low
94,76.8,32.1,755,Aug,Medium
23,65.0,20.3,107,Feb,Unsustainable
54,87.1,21.0,576,Nov,Low
8,32.5,22.0,314,Apr,Unsustainable
2,45.9,25.3,784,May,Unsustainable
30,66.1,20.9,834,Nov,Low
39,47.8,15.5,651,Oct,Low
100,72.9,37.0,596,Nov,Medium
35,75.5,39.1,793,Apr,Low
23,36.2,23.5,602,Jul,Unsustainable
94,60.8,23.5,881,Feb,Medium
5,60.5,15.2,798,Sep,Low
65,52.2,32.0,344,Apr,Low
83,86.0,35.6,577,Nov,Medium
91,79.7,18.7,408,Mar,Low
74,71.8,19.0,330,May,Low
3,72.9,34.8,482,Mar,Unsustainable
78,57.7,30.4,254,Feb,Low
5,85.3,16.1,274,Jan,Unsustainable
93,71.7,30.6,947,Mar,Medium
50,73.7,22.7,214,May,Low
61,81.7,24.2,489,Oct,Low
56,46.4,34.2,410,Dec,Low
65,78.4,35.3,399,Oct,Low
78,41.7,25.0,117,May,Unsustainable
74,50.7,38.7,883,Aug,Medium
7,50.1,25.2,111,Feb,Unsustainable
25,88.7,34.3,503,Aug,Low
50,81.4,27.1,912,Dec,Medium
44,72.1,37.4,803,May,Low
43,73.6,37.7,331,Dec,Low
4,63.7,17.2,704,Jul,Unsustainable
69,86.8,38.4,829,May,Medium
25,59.8,35.6,377,Sep,Unsustainable
67,52.8,34.8,452,Sep,Low
18,39.8,20.0,402,Aug,Unsustainable
83,77.2,35.1,640,Aug,Medium
96,74.1,36.3,569,Feb,Medium
19,53.1,22.2,912,Oct,Low
11,31.5,38.8,176,Jan,Unsustainable
46,80.3,16.2,620,Jul,Low
0,30.7,18.7,123,Dec,Unsustainable
89,72.2,28.4,114,Jun,Low
13,88.2,29.4,775,Oct,Low
63,56.3,31.1,624,May,Low
37,44.1,15.4,446,Jan,Unsustainable
36,72.3,39.0,271,Feb,Low
10,79.0,16.1,968,Apr,Low
99,62.8,18.6,426,Nov,Low
76,88.0,15.4,811,Oct,Medium
2,33.1,29.2,584,Oct,Unsustainable
32,60.3,38.3,588,Jan,Low
5,73.1,31.6,561,Nov,Low
49,81.8,35.6,477,May,Low
9,40.8,15.3,687,Oct,Unsustainable
4,78.0,28.6,263,Jan,Unsustainable
22,63.2,26.5,471,Mar,Unsustainable
9,53.8,27.5,672,Aug,Unsustainable
43,37.9,16.8,523,Sep,Unsustainable
1,81.9,32.1,856,Nov,Low
12,39.4,27.6,576,Aug,Unsustainable
39,48.6,34.1,481,May,Low
1,47.4,27.1,254,Mar,Unsustainable
83,82.3,18.7,356,Oct,Low
64,70.4,31.2,855,Jul,Medium
62,77.8,19.3,773,Nov,Low
100,45.0,36.8,167,Aug,Low
72,67.5,30.3,443,Feb,Low
16,64.3,18.9,376,Aug,Unsustainable
8,80.0,39.1,772,Jun,Low
74,84.4,28.0,490,Jul,Low
14,30.7,16.8,548,Jun,Unsustainable
23,70.4,30.7,358,Jun,Unsustainable
37,33.1,21.3,406,Nov,Unsustainable
34,62.9,35.1,946,Feb,Low
93,47.3,35.4,194,Mar,Low
94,48.4,39.5,563,Jun,Low
48,51.2,27.5,345,Jul,Low
68,67.3,26.4,832,Dec,Medium
61,50.0,33.8,734,Aug,Low
59,74.0,18.3,286,May,Low
49,54.3,28.7,873,Nov,Low
77,34.1,28.7,884,Jul,Low
74,77.0,17.2,472,Sep,Low
8,47.1,25.4,671,Jan,Unsustainable
33,56.0,36.3,505,Aug,Low
75,71.1,36.4,507,Feb,Low
98,49.9,17.5,224,Jun,Low
34,33.4,17.3,436,May,Unsustainable
0,52.4,21.6,440,Jun,Unsustainable
39,86.7,36.9,662,Feb,Low
63,68.5,18.2,277,Jul,Low
21,70.3,33.0,750,Sep,Low
59,67.9,17.5,938,Jan,Low
63,41.9,30.6,269,Nov,Low
92,55.1,23.9,138,Sep,Low
71,75.1,34.7,168,Aug,Low
10,36.1,20.8,335,Jul,Unsustainable
100,46.7,31.0,659,Jan,Medium
13,46.6,20.9,480,Apr,Unsustainable
59,55.9,32.8,156,Sep,Low
29,88.8,36.8,376,Jun,Low
34,34.1,18.2,949,Oct,Low
84,61.1,36.7,198,Aug,Low
36,40.8,29.8,1015,Nov,Low
4,88.2,18.2,626,Aug,Low
82,36.8,25.7,424,Jan,Low
77,54.2,19.0,560,Apr,Low
25,74.3,32.5,278,May,Unsustainable
61,72.3,34.0,943,Sep,Medium
3,55.4,17.6,673,Mar,Unsustainable
88,50.8,27.7,218,May,Low
41,53.9,35.4,568,Aug,Low
88,45.9,38.4,648,Dec,Low
17,42.3,27.8,745,Aug,Low
39,59.0,38.8,554,Feb,Low
71,46.1,28.4,125,Jan,Unsustainable
38,47.2,24.9,589,Nov,Low
13,69.4,36.2,107,Oct,Unsustainable
31,88.1,27.3,615,Apr,Low
50,66.2,26.8,632,Dec,Low
37,34.6,27.3,248,Mar,Unsustainable
96,34.5,36.2,587,May,Low
22,87.1,35.8,124,Sep,Unsustainable
62,47.8,25.1,754,Jan,Low
14,35.5,23.3,856,Sep,Unsustainable
96,65.9,27.3,654,Jul,Medium
24,67.4,29.3,524,Feb,Low
16,68.9,21.0,392,Apr,Unsustainable
96,46.0,34.8,284,Feb,Low
65,30.9,27.2,653,Aug,Low
77,87.9,23.4,530,Feb,Medium
52,45.1,17.7,703,Nov,Low
50,70.6,21.0,416,Mar,Low
38,72.4,38.7,497,Aug,Low
50,66.6,22.6,423,Dec,Low
69,48.8,19.2,664,May,Low
5,46.3,26.5,695,Sep,Unsustainable
66,65.9,22.7,645,Dec,Low
6,82.0,15.9,175,May,Unsustainable
50,86.8,23.1,964,Jul,Medium
71,36.4,28.6,1019,Aug,Low
41,39.3,28.8,1015,Aug,Low
63,86.7,23.9,808,Apr,Medium
14,74.2,26.2,585,Aug,Low
28,83.0,39.1,897,Sep,Low
32,42.2,24.4,187,Mar,Unsustainable
93,65.3,21.5,846,Jul,Medium
26,72.1,21.1,331,Apr,Unsustainable
35,70.8,26.4,106,Oct,Unsustainable
28,54.5,34.0,903,Sep,Low
37,30.9,20.1,649,Dec,Unsustainable
56,65.0,32.7,151,Mar,Low
96,45.2,15.5,754,Feb,Low
100,57.0,25.5,1018,May,Medium
26,87.5,34.4,495,Jul,Low
54,53.9,23.5,320,Jun,Low
32,80.4,29.1,527,Sep,Low
67,41.3,20.1,851,May,Low
85,70.3,33.5,242,Jan,Low
65,88.6,16.3,960,May,Medium
9,36.1,36.3,462,Dec,Unsustainable
4,30.5,20.0,481,May,Unsustainable
73,56.0,36.9,660,Oct,Low
96,35.6,23.8,376,Oct,Low
37,74.9,33.1,370,Nov,Low
12,84.9,23.0,113,Aug,Unsustainable
30,56.0,37.6,397,Mar,Low
46,45.5,18.2,563,Aug,Low
99,56.1,19.5,626,Sep,Low
87,73.4,27.3,333,Aug,Low
51,30.5,17.0,674,Jun,Low
55,65.4,19.9,807,Jun,Low
14,66.8,38.6,126,Sep,Unsustainable
28,68.3,39.4,570,Sep,Low
7,44.5,24.4,192,Jul,Unsustainable
4,72.8,38.1,716,Aug,Low
28,35.5,28.6,408,Jun,Unsustainable
46,42.0,21.7,151,Apr,Unsustainable
67,82.6,32.6,418,Dec,Low
75,74.3,31.5,280,Apr,Low
44,30.8,39.7,668,Oct,Low
1,44.9,21.6,219,Jul,Unsustainable
26,42.9,31.8,919,Apr,Low
94,46.2,16.3,974,Jul,Medium
35,44.9,17.8,142,Jan,Unsustainable
35,33.8,15.1,746,Jun,Unsustainable
25,57.5,40.0,984,Dec,Low
42,74.0,35.1,359,Aug,Low
26,66.4,34.7,296,Dec,Unsustainable
68,70.4,27.7,744,Jul,Medium
19,34.9,22.5,354,Jul,Unsustainable
10,87.1,18.8,831,Nov,Low
73,80.3,22.1,435,Nov,Low
37,78.3,24.4,652,Mar,Low
5,79.4,33.9,601,Aug,Low
71,86.0,28.5,999,Jan,Medium
22,62.7,16.9,354,Mar,Unsustainable
46,42.0,15.5,613,Sep,Low
89,67.0,17.6,806,Oct,Medium
45,74.6,25.3,341,Jun,Low
11,74.3,38.3,248,Feb,Unsustainable
89,61.3,30.9,809,Aug,Medium
12,34.1,35.0,398,Feb,Unsustainable
61,52.3,26.7,856,Sep,Low
81,85.2,24.0,949,Aug,Medium
88,65.1,17.7,719,Jan,Medium
96,62.3,36.9,552,Dec,Medium
59,46.1,34.6,492,Mar,Low
42,52.1,19.2,311,Jul,Unsustainable
75,83.7,27.8,767,Nov,Medium
99,70.0,27.2,637,Mar,Medium
67,77.2,30.6,693,Feb,Medium
4,57.3,38.7,694,Aug,Low
36,67.8,29.5,230,May,Unsustainable
71,44.9,28.5,428,Jun,Low
91,72.3,16.3,711,Oct,Medium
30,55.7,16.6,355,Dec,Unsustainable
8,56.6,19.7,578,Jul,Unsustainable
50,69.0,15.8,660,Nov,Low
28,86.2,33.6,1012,Feb,Medium
77,33.8,33.1,162,Jun,Low
39,79.5,18.4,410,Nov,Low
40,47.5,35.9,506,Sep,Low
85,56.6,18.9,901,Jul,Medium
10,31.3,22.5,204,Jun,Unsustainable
22,48.1,21.2,716,Nov,Low
0,60.2,24.3,936,Dec,Low
45,33.4,21.4,114,Aug,Unsustainable
100,59.5,27.2,786,Sep,Medium
20,85.6,25.2,358,Jan,Low
89,36.3,39.7,822,Oct,Medium
35,75.9,16.4,511,Feb,Low
53,54.6,18.6,358,Apr,Low
86,69.3,16.3,713,Nov,Medium
56,45.6,30.6,359,Nov,Low
0,39.6,16.4,955,May,Unsustainable
62,39.6,35.9,770,Apr,Low
53,34.2,27.8,144,Dec,Unsustainable
54,41.1,28.2,912,Feb,Low
39,69.9,29.0,862,Jul,Low
14,82.9,19.3,430,Feb,Unsustainable
20,78.8,19.9,264,Nov,Unsustainable
46,71.1,23.0,292,Dec,Low
72,36.6,29.8,620,Feb,Low
52,47.4,20.3,500,Aug,Low
8,48.6,17.9,473,Mar,Unsustainable
73,45.0,39.3,164,Dec,Low
51,60.9,15.5,486,May,Low
56,62.1,35.1,594,Jan,Low
25,51.4,34.7,893,Jan,Low
40,51.2,22.4,792,Jun,Low
34,79.7,18.4,514,Jan,Low
62,77.4,18.6,893,May,Medium
24,48.5,32.4,890,Jun,Low
89,84.8,31.1,129,Jun,Low
74,87.2,34.6,365,Jul,Low
37,49.6,38.4,427,Mar,Low
1,51.3,32.3,591,Apr,Unsustainable
6,60.3,18.9,316,Sep,Unsustainable
81,86.5,21.1,419,Jul,Low
90,82.6,36.1,1017,Oct,Medium
33,36.2,20.2,498,Nov,Unsustainable
90,53.6,16.8,990,Mar,Medium
16,63.2,32.6,204,Mar,Unsustainable
42,60.2,25.1,795,Mar,Low
58,41.6,38.0,429,Feb,Low
50,81.5,31.3,759,Oct,Low
53,70.6,17.3,716,Jul,Low
23,80.3,38.7,146,Oct,Unsustainable
24,81.5,21.5,698,Nov,Low
70,74.9,23.4,920,Apr,Medium
51,56.4,25.1,740,Aug,Low
69,66.6,16.3,869,Oct,Low
87,39.6,27.4,413,Mar,Low
32,70.4,18.1,246,Apr,Unsustainable
48,40.8,25.0,561,Aug,Low
28,71.6,23.8,683,Nov,Low
62,43.8,34.3,585,May,Low
21,37.1,35.1,751,Aug,Low
25,39.9,18.8,509,May,Unsustainable
27,30.1,24.2,126,Nov,Unsustainable
84,73.1,24.3,128,Jan,Low
48,73.9,18.8,370,Aug,Low
70,60.9,35.0,785,May,Medium
80,39.7,32.7,600,Nov,Low
83,35.0,19.8,352,Sep,Low
48,31.1,24.2,484,Mar,Unsustainable
19,39.9,17.6,159,Feb,Unsustainable
85,83.5,30.7,206,Aug,Low
91,44.5,18.0,319,Jun,Low
62,51.3,39.6,540,Oct,Low
60,36.3,34.5,870,May,Low
48,43.3,24.8,982,Nov,Low
70,61.2,29.5,757,Jul,Low
0,66.5,37.8,663,Dec,Low
95,44.7,28.9,671,May,Low
12,33.5,19.4,645,Aug,Unsustainable
93,53.5,24.5,195,May,Low
86,44.1,36.1,188,Apr,Low
50,43.2,31.1,927,Jul,Low
55,87.6,31.3,1021,Aug,Medium
82,67.0,36.7,330,Feb,Low
61,63.4,37.3,374,Apr,Low
31,54.9,38.0,345,Jul,Unsustainable
29,55.7,17.4,210,Oct,Unsustainable
28,62.5,28.6,333,Jun,Unsustainable
48,71.8,33.5,377,Oct,Low
44,72.1,33.9,576,May,Low
92,40.3,30.2,516,Dec,Low
29,60.0,19.2,777,May,Low
15,54.7,34.9,227,Jan,Unsustainable
39,82.2,33.0,336,Nov,Low
18,67.9,17.2,902,Jul,Low
17,62.0,26.6,718,May,Low
0,36.9,19.3,227,Jan,Unsustainable
77,66.3,23.4,806,Oct,Medium
46,37.0,15.5,950,Nov,Low
65,50.2,25.0,493,Dec,Low
91,38.6,28.7,574,Jan,Low
93,71.5,30.5,754,Oct,Medium
37,42.4,31.6,494,Dec,Low
50,53.5,35.9,210,Aug,Low
62,83.7,20.4,189,May,Low
3,42.3,18.0,862,Apr,Unsustainable
0,60.5,36.3,379,Oct,Unsustainable
7,55.2,18.9,432,Jun,Unsustainable
28,31.1,39.4,323,Apr,Unsustainable
54,77.6,36.1,200,Nov,Low
2,34.1,27.5,231,Apr,Unsustainable
31,58.5,39.5,112,Oct,Unsustainable
9,63.6,17.4,556,May,Unsustainable
73,67.7,22.6,540,Nov,Low
82,71.3,31.0,197,Dec,Low
33,45.2,23.8,219,Nov,Unsustainable
96,30.6,38.2,392,Nov,Low
86,73.4,16.6,915,Mar,Medium
54,62.1,28.7,810,Nov,Low
91,80.2,29.8,100,Feb,Low
31,79.3,31.3,671,Nov,Low
49,80.6,21.4,349,Nov,Low
6,59.1,24.1,751,Jan,Low
92,50.0,36.1,248,May,Low
7,77.5,19.9,494,Aug,Unsustainable
64,57.1,35.7,143,Jan,Low
56,41.0,29.1,982,Oct,Low
66,81.3,34.1,797,Jun,Medium
87,83.0,32.8,719,Dec,Medium
86,58.0,20.2,143,Mar,Low
58,34.5,29.2,177,Feb,Unsustainable
71,53.3,36.7,325,May,Low
53,78.2,25.8,261,Jun,Low
100,84.1,39.2,892,Dec,Medium
66,42.2,26.3,352,Jul,Low
50,34.0,18.6,231,Mar,Unsustainable
